"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDUSTRY","INDICATOR","GAS_TYPE","S_ADJUSTMENT","FREQUENCY","SCALE","DECIMALS_DISPLAYED","AEA","UNIT","OVERLAP","COUNTRY_COVERAGE","TIME_COVERAGE","DOI","FULL_DESCRIPTION","AUTHOR","PUBLISHER","DEPARTMENT","CONTACT_POINT","TOPIC","TOPIC_DATASET","KEYWORDS","KEYWORDS_DATASET","LANGUAGE","PUBLICATION_DATE","UPDATE_DATE","METHODOLOGY","METHODOLOGY_NOTES","ACCESS_SHARING_LEVEL","ACCESS_SHARING_NOTES","SECURITY_CLASSIFICATION","SHORT_SOURCE_CITATION","FULL_SOURCE_CITATION","LICENSE","SUGGESTED_CITATION","KEY_INDICATOR","SERIES_NAME","2010","2010-Q1","2010-Q2","2010-Q3","2010-Q4","2011","2011-Q1","2011-Q2","2011-Q3","2011-Q4","2012","2012-Q1","2012-Q2","2012-Q3","2012-Q4","2013","2013-Q1","2013-Q2","2013-Q3","2013-Q4","2014","2014-Q1","2014-Q2","2014-Q3","2014-Q4","2015","2015-Q1","2015-Q2","2015-Q3","2015-Q4","2016","2016-Q1","2016-Q2","2016-Q3","2016-Q4","2017","2017-Q1","2017-Q2","2017-Q3","2017-Q4","2018","2018-Q1","2018-Q2","2018-Q3","2018-Q4","2019","2019-Q1","2019-Q2","2019-Q3","2019-Q4","2020","2020-Q1","2020-Q2","2020-Q3","2020-Q4","2021","2021-Q1","2021-Q2","2021-Q3","2021-Q4","2022","2022-Q1","2022-Q2","2022-Q3","2022-Q4","2023","2023-Q1","2023-Q2","2023-Q3","2023-Q4","2024","2024-Q1","2024-Q2","2024-Q3","2024-Q4","2025-Q1"
"IMF.STA:AEA(7.0.0)","U151.B.GHG_MTCO2.CO2.SA.A","OBS_VALUE","Eastern Europe","Mining and quarrying","Air emissions, Metric ton of CO₂","Carbon dioxide","Seasonally adjusted (SA)","Annual","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","93.40145705","","","","","95.23824105","","","","","100.8976564","","","","","92.05426313","","","","","92.69542682","","","","","91.50346659","","","","","98.15216617","","","","","100.6037712","","","","","102.812219","","","","","114.066989","","","","","120.8420028","","","","","134.7191302","","","","","139.5002221","","","","","146.141381","","","","","","","","","",""
"IMF.STA:AEA(7.0.0)","U030.HH_TOTAL.GHG_MTCO2.CO2.SA.Q","OBS_VALUE","Eastern Asia","Total Households","Air emissions, Metric ton of CO₂","Carbon dioxide","Seasonally adjusted (SA)","Quarterly","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","","173.5866014","191.7987","194.473075","195.795777","","201.0758408","197.8431246","198.2583851","196.6070265","","204.7695111","208.0196901","207.6562156","212.80603","","214.6838913","219.3921436","218.6187728","214.9420477","","210.3927093","216.4028085","220.7126511","228.3376006","","232.4876556","235.2502469","229.1483383","224.9685108","","228.4655382","226.9906225","238.3193442","236.7526604","","236.9530365","235.4933521","240.9021302","233.0330901","","241.3298125","240.111023","236.305091","232.1201469","","229.7150033","227.769471","231.1466756","234.6742618","","199.3183858","229.0250273","224.5811165","238.6023196","","234.2836509","233.6330902","216.3389325","218.4606673","","230.3946097","204.561119","241.7518141","228.5551197","","233.0175651","242.0360815","243.3120621","244.649227","","256.8530696","234.3054897","251.1378294","242.1640885","226.5444224"
"IMF.STA:AEA(7.0.0)","U030.S.GHG_MTCO2.N2O.SA.Q","OBS_VALUE","Eastern Asia","Other service industries","Air emissions, Metric ton of CO₂","Nitrous oxide","Seasonally adjusted (SA)","Quarterly","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","","0.446643194","0.468842769","0.486971747","0.498606909","","0.498736003","0.510292347","0.515297762","0.513586848","","0.514411182","0.511455838","0.505650327","0.504549152","","0.504474482","0.505004615","0.512754324","0.527661121","","0.551853047","0.557549414","0.553009141","0.539107383","","0.515060832","0.495317881","0.483528371","0.474407755","","0.467042549","0.461874051","0.46004262","0.461335066","","0.468731661","0.481263618","0.486241816","0.478603365","","0.476532372","0.476010548","0.470891863","0.467996749","","0.463649452","0.461480623","0.45845726","0.463325915","","0.374995769","0.463867537","0.48554897","0.49905249","","0.49849051","0.514898605","0.499266604","0.498347316","","0.494490742","0.486559789","0.494494612","0.498335062","","0.512008598","0.517598006","0.521256845","0.527304682","","0.525288379","0.530381742","0.535083053","0.550669204","0.578671363"
"IMF.STA:AEA(7.0.0)","U151.F.GHG_MTCO2.CO2.SA.A","OBS_VALUE","Eastern Europe","Construction","Air emissions, Metric ton of CO₂","Carbon dioxide","Seasonally adjusted (SA)","Annual","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","13.30230603","","","","","14.62734169","","","","","15.17005004","","","","","14.95145505","","","","","15.1356989","","","","","16.60506076","","","","","18.44539362","","","","","19.26918249","","","","","17.90750767","","","","","16.84895257","","","","","15.99346682","","","","","17.92555618","","","","","18.65662508","","","","","18.52607165","","","","","","","","","",""
"IMF.STA:AEA(7.0.0)","U030.F.GHG_MTCO2.N2O.SA.Q","OBS_VALUE","Eastern Asia","Construction","Air emissions, Metric ton of CO₂","Nitrous oxide","Seasonally adjusted (SA)","Quarterly","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","","0.165782731","0.173586834","0.175692146","0.176814294","","0.17920722","0.181553521","0.182347063","0.182112635","","0.185289337","0.185042433","0.18469393","0.183519457","","0.181326393","0.180033118","0.178588851","0.177727051","","0.176303951","0.174087241","0.173756624","0.173209086","","0.173082204","0.170712864","0.168989549","0.16588215","","0.161553626","0.159177757","0.154319426","0.150769598","","0.148676932","0.146376481","0.143574797","0.139912626","","0.135187773","0.133609576","0.131721348","0.12713531","","0.125158991","0.124712905","0.124955129","0.126273731","","0.111514739","0.126666179","0.128352532","0.128667739","","0.125385048","0.123335394","0.118727598","0.115323447","","0.116567364","0.115030625","0.115576433","0.117062187","","0.117261203","0.117960128","0.124384777","0.125131744","","0.126682818","0.128662026","0.130999255","0.13359632","0.137488757"
"IMF.STA:AEA(7.0.0)","U030.H.GHG_MTCO2.N2O.SA.Q","OBS_VALUE","Eastern Asia","Transportation and Storage","Air emissions, Metric ton of CO₂","Nitrous oxide","Seasonally adjusted (SA)","Quarterly","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","","5.023746801","5.366232324","5.38071948","5.380083892","","5.433779761","5.519895417","5.557586296","5.528863445","","5.56424651","5.621368293","5.611749611","5.57586008","","5.506240097","5.304820046","5.376977585","5.534057421","","5.412131712","5.509216084","5.597447077","5.778308352","","5.582419219","5.509625768","5.554675003","5.645595732","","5.671024125","5.668223616","5.757942189","5.641460987","","5.782824109","5.931435961","6.062646501","6.119927321","","6.031759757","6.021916421","6.027575871","6.676747067","","6.323250906","6.259666151","6.370735683","6.418158247","","4.970948514","6.372613627","6.559472408","6.562545024","","6.329758393","6.306669063","6.163142491","6.282265827","","6.226463485","6.248730714","6.850614421","6.44852435","","6.817519501","6.797931414","7.029422952","7.308136105","","7.529029267","7.864947409","8.208939354","8.093988106","9.350041073"
"IMF.STA:AEA(7.0.0)","U030.D.GHG_MTCO2.N2O.SA.Q","OBS_VALUE","Eastern Asia","Electricity, gas, steam and air conditioning supply","Air emissions, Metric ton of CO₂","Nitrous oxide","Seasonally adjusted (SA)","Quarterly","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","","11.15241099","11.54704769","11.83955185","12.17697869","","12.62697507","12.74654187","12.94653385","12.9531726","","12.92308582","12.98405541","13.06917745","13.32167817","","13.1888169","13.29131634","13.49036588","13.52709703","","13.53867079","13.32171963","13.57059028","13.36611177","","13.00826165","13.40089289","13.28543575","13.27877134","","13.30883966","13.63300095","13.53725736","13.90044957","","14.32793669","14.26733295","14.52793629","14.92120495","","15.44815403","15.15453375","15.4534297","15.60582716","","16.08957909","16.32173431","16.36720873","16.56212274","","16.27403001","16.65522493","16.88134849","16.78045507","","18.38427646","18.49670063","18.49638084","18.81487156","","17.94013587","18.38154397","18.80345736","19.19521497","","19.12577923","19.60034158","19.57473579","20.28132395","","20.83958557","20.80812015","21.41532845","22.12403551","23.51790585"
"IMF.STA:AEA(7.0.0)","U151.S.GHG_MTCO2.CO2.SA.A","OBS_VALUE","Eastern Europe","Other service industries","Air emissions, Metric ton of CO₂","Carbon dioxide","Seasonally adjusted (SA)","Annual","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","83.98986474","","","","","86.47083052","","","","","87.23235283","","","","","73.18826982","","","","","72.93335758","","","","","74.70130031","","","","","78.83054352","","","","","97.56411863","","","","","89.27197219","","","","","68.93173786","","","","","65.36334067","","","","","61.62590783","","","","","61.4477162","","","","","60.14200052","","","","","","","","","",""
"IMF.STA:AEA(7.0.0)","U030.B.GHG_MTCO2.N2O.SA.Q","OBS_VALUE","Eastern Asia","Mining and quarrying","Air emissions, Metric ton of CO₂","Nitrous oxide","Seasonally adjusted (SA)","Quarterly","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","","0.261324874","0.257934898","0.261720215","0.263714165","","0.267716858","0.273791172","0.272933924","0.271109642","","0.275512647","0.276724535","0.273262144","0.272558164","","0.26994343","0.266982182","0.268284486","0.265743842","","0.264029057","0.263066483","0.26099042","0.260705104","","0.257203665","0.254733658","0.252722326","0.252762269","","0.244250974","0.235257458","0.229682804","0.223862005","","0.220557957","0.219271241","0.213265646","0.204172046","","0.20124325","0.196742056","0.193308489","0.190581612","","0.18476496","0.186844207","0.186672205","0.1869472","","0.168962716","0.18658395","0.191418384","0.190694278","","0.185574403","0.183898537","0.175354061","0.171838156","","0.173341584","0.172335678","0.170579735","0.175009164","","0.175612552","0.178472443","0.184649478","0.18430125","","0.188085379","0.188071093","0.190369418","0.194970818","0.198473475"
"IMF.STA:AEA(7.0.0)","U030.HH_TOTAL.GHG_MTCO2.GHG.NSA.Q","OBS_VALUE","Eastern Asia","Total Households","Air emissions, Metric ton of CO₂","Greenhouse gas","Not seasonally adjusted (NSA)","Quarterly","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","","222.6503531","190.4535746","189.1976159","230.3578415","","252.9669133","195.7095633","193.4276058","229.8168519","","254.4326494","205.0151377","203.5436031","249.1850291","","262.3459668","216.8413011","214.9630402","251.8599979","","259.3559041","211.5053194","218.9073367","266.7398739","","283.4776007","228.6529268","229.3627146","263.2618139","","281.5314892","216.2765967","241.4324667","274.6504158","","290.6371306","223.1038467","246.8535308","271.8930825","","294.1545916","226.5051483","244.0847701","270.6324792","","281.5198757","214.5651629","240.4442688","273.2670414","","247.4767178","216.8737096","237.0618687","278.3912786","","282.9145166","221.4437979","232.6408246","255.7513056","","277.7832205","190.4304176","263.5420375","265.3453933","","279.4848648","225.1749853","270.1129789","285.236406","","304.7755041","214.6575253","282.6985168","285.7281632","273.0491407"
"IMF.STA:AEA(7.0.0)","U030.E.GHG_MTCO2.F_GAS.SA.Q","OBS_VALUE","Eastern Asia","Water supply; sewerage, waste management and remediation activities","Air emissions, Metric ton of CO₂","Fluorinated gases","Seasonally adjusted (SA)","Quarterly","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","","0.09225263","0.102070443","0.102748865","0.095646061","","0.091480591","0.099850554","0.126214535","0.14032832","","0.158103198","0.161309256","0.156878175","0.151645371","","0.14935456","0.149151768","0.151889497","0.162708175","","0.176414112","0.175607614","0.180311158","0.190601117","","0.185911256","0.186404856","0.185715023","0.186849865","","0.188448221","0.186475567","0.193338918","0.202468294","","0.209560111","0.226675148","0.229562343","0.235858398","","0.251863973","0.256332509","0.263146237","0.274336281","","0.272125785","0.284161932","0.290101964","0.273123318","","0.281925754","0.281036638","0.296578217","0.30549539","","0.30446475","0.299569773","0.291764746","0.287948198","","0.296028598","0.300355299","0.302582133","0.309992621","","0.309755062","0.307256899","0.304909568","0.309076606","","0.282019111","0.294289655","0.30912723","0.298346664","0.285113086"
"IMF.STA:AEA(7.0.0)","U030.S.GHG_MTCO2.CO2.SA.Q","OBS_VALUE","Eastern Asia","Other service industries","Air emissions, Metric ton of CO₂","Carbon dioxide","Seasonally adjusted (SA)","Quarterly","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","","48.83348577","52.90384334","54.44292522","54.23340076","","54.91415149","54.12570716","53.93795516","53.74120294","","53.69074008","54.13399861","53.73811977","54.31121741","","55.13800887","57.1048446","57.12166812","57.00539465","","55.85424664","56.35798452","55.53635805","57.3238943","","57.79416191","57.84001493","56.13921034","56.03309295","","55.72632686","55.17928293","57.44742445","57.42782283","","57.57985584","56.75763502","57.58614553","55.57654909","","55.93644028","54.73800788","54.16881792","51.7136799","","51.88026812","50.30891158","50.37415271","51.59741533","","46.84717907","50.63603144","49.80419352","51.24819613","","50.04586786","49.78004895","46.39465956","47.33152867","","49.12154495","47.09088633","50.56374509","48.38608971","","48.92450482","51.5039311","51.39197375","51.20993298","","52.45673124","50.08621182","52.51194808","51.26240066","48.56614174"
"IMF.STA:AEA(7.0.0)","U030.D.GHG_MTCO2.CH4.NSA.Q","OBS_VALUE","Eastern Asia","Electricity, gas, steam and air conditioning supply","Air emissions, Metric ton of CO₂","Methane","Not seasonally adjusted (NSA)","Quarterly","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","","1.057004137","1.084345305","1.079289782","1.062020974","","1.119386458","1.145918073","1.141414685","1.109763249","","1.156614616","1.174756629","1.163408927","1.137338989","","1.185369227","1.217619582","1.200315236","1.169072057","","1.211397805","1.246750563","1.22343558","1.189249697","","1.232378716","1.266451933","1.25292679","1.229960802","","1.291615616","1.345147013","1.340195276","1.310850509","","1.388875327","1.414395131","1.4334137","1.382301885","","1.407708469","1.508099897","1.514755543","1.441639527","","1.439069688","1.576522128","1.567743568","1.519834019","","1.434226642","1.708044064","1.682894881","1.618672356","","1.65749714","1.826280504","1.780786781","1.709956035","","1.750787213","1.89435246","1.847009668","1.726839313","","1.731390508","1.894636507","1.872406241","1.788870519","","1.84153577","2.033253613","1.994965171","1.876437418","1.952983115"
"IMF.STA:AEA(7.0.0)","U030.F.GHG_MTCO2.GHG.NSA.Q","OBS_VALUE","Eastern Asia","Construction","Air emissions, Metric ton of CO₂","Greenhouse gas","Not seasonally adjusted (NSA)","Quarterly","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","","70.94436201","70.746005","69.35683654","65.47758524","","73.6145335","76.11715712","73.47823454","68.21983065","","75.52446864","76.64692069","73.40566772","69.21775829","","75.4199154","76.07223844","74.77576382","70.30287879","","75.76247743","76.65222811","74.0912693","69.5951548","","73.52887487","74.20366719","72.14084388","68.35486726","","71.89979275","72.00133433","68.95871988","62.68691522","","66.90333172","69.85826867","67.05152079","60.72393373","","67.47846845","71.68815957","69.08310474","63.16430697","","67.44229601","72.61018111","68.97085012","63.25110748","","63.47943884","74.13148501","71.90911631","66.49056382","","71.73082254","75.16609184","67.16679957","60.00286316","","67.92827096","70.55220358","64.86899906","60.85852326","","69.29448515","72.87820227","70.47311274","64.6706958","","74.68741518","76.84984444","72.65777792","69.01784952","79.19219826"
"IMF.STA:AEA(7.0.0)","U030.H.GHG_MTCO2.N2O.NSA.Q","OBS_VALUE","Eastern Asia","Transportation and Storage","Air emissions, Metric ton of CO₂","Nitrous oxide","Not seasonally adjusted (NSA)","Quarterly","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","","5.246073201","5.448052052","5.180760741","5.275896504","","5.695272267","5.585598736","5.332173825","5.42708009","","5.856014757","5.665442772","5.362565304","5.48920166","","5.82245257","5.312245639","5.116453578","5.470943361","","5.751039109","5.523245612","5.30627423","5.716544275","","5.967582586","5.514753938","5.240397869","5.569581329","","6.093623707","5.693990896","5.404420729","5.546615586","","6.270206051","5.986338232","5.647495014","5.992794595","","6.594321602","6.099486338","5.560341234","6.503849942","","6.954710225","6.353073979","5.826232322","6.237794461","","5.53457605","6.596346057","5.992867025","6.341790442","","7.138626721","6.488850542","5.516088367","5.938270143","","7.133270425","6.484801775","6.132809664","6.023451105","","7.989313914","7.02707628","6.257685719","6.678934059","","8.946285503","8.12227424","7.260684339","7.312053731","11.26895987"
"IMF.STA:AEA(7.0.0)","U030.HH_TOTAL.GHG_MTCO2.CO2.NSA.Q","OBS_VALUE","Eastern Asia","Total Households","Air emissions, Metric ton of CO₂","Carbon dioxide","Not seasonally adjusted (NSA)","Quarterly","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","","188.9271842","179.6759187","181.8626459","205.1884047","","216.2785333","185.5592761","185.7100603","206.2365073","","219.7743387","195.354241","195.2709699","222.8518971","","229.7935322","205.7176589","206.5237622","225.6019022","","226.2160469","200.5247363","209.5806651","239.5243213","","249.5650814","216.1758451","219.6008958","236.5129295","","246.8860539","204.3352738","231.1313539","248.1754838","","256.2484539","210.0232065","235.5237416","244.586207","","260.7899927","212.906414","232.2080063","243.9616604","","248.5678514","199.9015185","227.8889699","246.9470719","","216.7924717","200.9082915","223.6515367","250.1745493","","250.1816549","205.1355869","218.9207728","228.4783263","","245.0325806","173.7246915","248.7034712","237.8019193","","245.7801189","207.4089655","254.4380394","255.3878119","","266.9942274","196.0994162","265.6483704","255.7894458","233.4365429"
"IMF.STA:AEA(7.0.0)","U030.F.GHG_MTCO2.F_GAS.SA.A","OBS_VALUE","Eastern Asia","Construction","Air emissions, Metric ton of CO₂","Fluorinated gases","Seasonally adjusted (SA)","Annual","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","1.889717","","","","","2.120374","","","","","2.266245","","","","","2.404983","","","","","2.588106","","","","","2.707155","","","","","2.883727","","","","","3.061114","","","","","3.176989","","","","","3.240609","","","","","3.227694","","","","","3.279533505","","","","","3.349380264","","","","","3.410439929","","","","","","","","","",""
"IMF.STA:AEA(7.0.0)","U030.B.GHG_MTCO2.CO2.SA.Q","OBS_VALUE","Eastern Asia","Mining and quarrying","Air emissions, Metric ton of CO₂","Carbon dioxide","Seasonally adjusted (SA)","Quarterly","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","","167.7209511","170.0563864","171.9199423","174.1420594","","177.1095705","178.8436671","180.3252569","181.1938316","","181.1133381","182.1094981","181.9852323","182.550503","","183.0636051","184.6744189","184.6978236","184.3945545","","184.0698864","184.3843038","184.8983087","184.9855505","","184.9651997","182.9249356","180.5000981","177.3834822","","175.1023874","171.2216304","173.4452843","172.4741023","","168.9661463","169.2098206","168.7027598","168.2633992","","173.5664149","173.6121647","173.6692094","174.9611208","","176.6002179","176.9694036","178.5181024","179.6895563","","177.9881317","180.3743487","180.5276271","181.9915447","","180.2162885","180.36639","178.99713","178.6655494","","171.6222919","170.826875","174.3689485","175.2362858","","178.1324936","181.4976821","182.2256081","182.6193249","","183.8550565","181.9359212","183.4440818","182.293862","181.9246437"
"IMF.STA:AEA(7.0.0)","U030.F.GHG_MTCO2.CH4.NSA.Q","OBS_VALUE","Eastern Asia","Construction","Air emissions, Metric ton of CO₂","Methane","Not seasonally adjusted (NSA)","Quarterly","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","","0.247326776","0.247408939","0.241024356","0.232231894","","0.266049224","0.258372814","0.250331723","0.240265812","","0.274885062","0.262621976","0.253020772","0.241921094","","0.267735576","0.254104329","0.244791836","0.236852964","","0.266284335","0.253535966","0.246071599","0.236601461","","0.262856008","0.247891005","0.237135183","0.224497457","","0.245508104","0.233386717","0.218032474","0.204021785","","0.225120516","0.21244627","0.20052334","0.186840172","","0.204386526","0.19436882","0.183880016","0.169207802","","0.189163617","0.180625643","0.173170731","0.168497829","","0.171025159","0.184880777","0.179563357","0.173203371","","0.190678741","0.17912672","0.164552086","0.153566655","","0.178157688","0.166904603","0.159982136","0.15609025","","0.17943706","0.170937715","0.17242149","0.167530529","","0.193158837","0.185754936","0.181614694","0.179364456","0.207846432"
"IMF.STA:AEA(7.0.0)","U030.C.GHG_MTCO2.CO2.SA.Q","OBS_VALUE","Eastern Asia","Manufacturing","Air emissions, Metric ton of CO₂","Carbon dioxide","Seasonally adjusted (SA)","Quarterly","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","","1017.447876","1043.229286","1055.117242","1072.101878","","1091.403238","1103.35322","1112.827814","1117.107627","","1118.130859","1125.488827","1127.610365","1133.947781","","1142.521565","1159.385564","1163.353691","1166.30333","","1169.088523","1171.955809","1169.209","1168.002535","","1160.244565","1150.511972","1133.228531","1130.072708","","1127.165081","1104.208403","1127.595189","1118.67547","","1109.96476","1101.16416","1107.498961","1103.115244","","1123.128715","1129.174347","1137.917258","1142.051227","","1154.389146","1159.035917","1170.550599","1184.588533","","1148.326554","1181.954439","1178.053517","1194.931703","","1200.1801","1199.224682","1166.503394","1152.677683","","1141.133874","1107.499373","1138.461726","1118.596106","","1131.191461","1151.017218","1155.151223","1156.482994","","1172.021457","1152.831515","1172.025834","1161.288986","1129.39663"
"IMF.STA:AEA(7.0.0)","U030.S.GHG_MTCO2.F_GAS.SA.Q","OBS_VALUE","Eastern Asia","Other service industries","Air emissions, Metric ton of CO₂","Fluorinated gases","Seasonally adjusted (SA)","Quarterly","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","","1.784800934","1.939076692","2.062769582","2.218860455","","2.350660337","2.503805718","2.643528465","2.76503394","","2.878429522","2.975108621","3.10459567","3.21205513","","3.359840027","3.542781743","3.727765896","3.925436381","","4.121762106","4.257153519","4.410488834","4.578099834","","4.787035458","4.954022412","5.13187785","5.343668815","","5.615391597","5.751653119","5.947954686","6.146932823","","6.356236184","6.518703861","6.708272806","6.860954759","","7.047871958","7.180578122","7.374515871","7.59133744","","7.786581093","8.02050365","8.251014138","8.428877796","","8.497991994","8.723392152","8.876839221","9.078955129","","9.223568967","9.395607298","9.51213281","9.632850268","","9.835330986","9.993609837","10.14132979","10.31397108","","10.4743247","10.59465398","10.76337725","10.94268302","","11.0951969","11.3081678","11.49133889","11.62871005","11.82647498"
"IMF.STA:AEA(7.0.0)","U030.D.GHG_MTCO2.CO2.SA.Q","OBS_VALUE","Eastern Asia","Electricity, gas, steam and air conditioning supply","Air emissions, Metric ton of CO₂","Carbon dioxide","Seasonally adjusted (SA)","Quarterly","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","","1005.029338","1099.134009","1139.688417","1163.050359","","1211.00356","1227.561655","1258.241016","1270.973106","","1271.391611","1295.578472","1281.313824","1297.936496","","1318.570691","1366.649834","1375.354753","1365.748126","","1358.054765","1361.994214","1359.737297","1371.341993","","1360.622417","1341.018948","1300.331316","1303.253413","","1309.90191","1319.948156","1402.592267","1424.729914","","1426.968948","1429.750714","1457.952703","1450.169223","","1515.357375","1535.093235","1537.07981","1523.720875","","1526.607758","1529.282501","1569.01495","1604.833789","","1423.787515","1596.588945","1600.063747","1699.102513","","1729.545078","1767.909112","1698.029443","1713.430788","","1758.236345","1636.698357","1819.763929","1756.851962","","1781.546238","1837.026261","1843.702572","1852.967268","","1911.79706","1792.660352","1884.296824","1844.128829","1715.498467"
"IMF.STA:AEA(7.0.0)","U030.D.GHG_MTCO2.F_GAS.SA.Q","OBS_VALUE","Eastern Asia","Electricity, gas, steam and air conditioning supply","Air emissions, Metric ton of CO₂","Fluorinated gases","Seasonally adjusted (SA)","Quarterly","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","","0.126942371","0.130162794","0.135955809","0.148952027","","0.165412198","0.166757108","0.173944112","0.180948581","","0.184302048","0.179103097","0.174366689","0.167851165","","0.158017591","0.157446573","0.157366707","0.168339128","","0.184929969","0.194733049","0.194346904","0.185711078","","0.172919303","0.159481617","0.15106457","0.14732851","","0.14715875","0.148487657","0.151157328","0.150221266","","0.156678117","0.158589395","0.156886016","0.153838472","","0.15484791","0.152057052","0.150522705","0.141853333","","0.134984467","0.140248032","0.142899685","0.161416817","","0.184850571","0.204720717","0.210754647","0.214484065","","0.21195249","0.206044981","0.203260293","0.206638776","","0.210216038","0.212577599","0.211570528","0.211164727","","0.21298135","0.212666775","0.218684052","0.216610824","","0.211945329","0.213102886","0.21728789","0.208516699","0.213968583"
"IMF.STA:AEA(7.0.0)","U030.E.GHG_MTCO2.CO2.SA.Q","OBS_VALUE","Eastern Asia","Water supply; sewerage, waste management and remediation activities","Air emissions, Metric ton of CO₂","Carbon dioxide","Seasonally adjusted (SA)","Quarterly","Units","","","","","","","","","","","","","","","","","","2026-03-27T23:51:02.972907600Z","2026-03-27T23:51:03.015498Z","","","Public (Unrestricted)","","","","","","","","","","14.60343422","15.21597507","15.70137658","15.57387842","","15.71071287","15.33053091","15.24925295","16.53159934","","16.09758114","16.39135658","16.06174937","16.28952378","","15.95597069","16.89469058","17.05361261","16.72493531","","16.38230707","16.41639641","16.42826591","17.16537266","","17.39060073","17.2492875","16.79913058","17.02127654","","16.87071312","16.83767052","17.55797105","17.65519407","","17.49522671","17.23858902","17.31342447","16.8095824","","17.31689969","16.57137191","16.32158593","15.69819821","","15.656049","15.60865769","15.72467105","16.00093681","","14.79023038","16.01943414","15.84341862","16.33983796","","15.67658107","15.73825532","14.93422908","15.0589175","","15.62037209","14.95850197","15.98875268","15.39212492","","15.77533254","16.17494145","16.21037357","16.01819095","","16.87653048","16.34186654","16.92061786","16.66135467","15.6196"
